"recordid","county","year","date","office","surname","prof","ncand","votes","location","writein","totalvotes","raceid","incumb","elected","first","sumvotes","percent"
201000915,"SAN FRANCISCO",2010,2010-11-02,"COUNTY SUPERVISOR","Mandelman","Affordable Housing Attorney",4,12433,"SAN FRANCISCO - RCV","30","34950",201000425,"N",2,"Rafael",34920,0.355736766809728
201000916,"SAN FRANCISCO",2010,2010-11-02,"COUNTY SUPERVISOR","Prozan","Assistant District Attorney",4,5872,"SAN FRANCISCO - RCV","30","34950",201000425,"N",2,"Rebecca",34920,0.168011444921316
201000917,"SAN FRANCISCO",2010,2010-11-02,"COUNTY SUPERVISOR","Weiner","Deputy City Attorney",4,14813,"SAN FRANCISCO - RCV","30","34950",201000425,"N",1,"Scott",34920,0.423834048640916
201200494,"SAN FRANCISCO",2012,2012-11-06,"County Supervisor","Breed","Director, Arts Nonprofit",8,9794,"San Francisco","115","35137",201200196,"N",1,"London",35022,0.278737513162763
201200495,"SAN FRANCISCO",2012,2012-11-06,"County Supervisor","Yee","President, School Board",9,9142,"San Francisco","58","31334",201200197,"N",1,"Norman",31276,0.291759749792558
201200497,"SAN FRANCISCO",2012,2012-11-06,"County Supervisor","Lee","Voting Rights Educator",3,11019,"San Francisco","96","28533",201200193,"N",2,"David E.",28437,0.386184418042267
201200498,"SAN FRANCISCO",2012,2012-11-06,"County Supervisor","D'Silva","Operations Manager",3,2152,"San Francisco","96","28533",201200193,"N",2,"Sherman R.",28437,0.0754214418392738
201200499,"SAN FRANCISCO",2012,2012-11-06,"County Supervisor","Butler","Architect",4,2685,"San Francisco","68","23470",201200195,"N",2,"F. Joseph",23402,0.114401363442693
201200500,"SAN FRANCISCO",2012,2012-11-06,"County Supervisor","Bruno","Community Volunteer",4,1984,"San Francisco","68","23470",201200195,"N",2,"Marc",23402,0.0845334469535577
201200501,"SAN FRANCISCO",2012,2012-11-06,"County Supervisor","Pang","Professor/Opera Singer",4,1033,"San Francisco","68","23470",201200195,"N",2,"Wilma",23402,0.044013634426928
201200502,"SAN FRANCISCO",2012,2012-11-06,"County Supervisor","Olague","Appointed Incumbent",8,6939,"San Francisco","115","35137",201200196,"N",2,"Christina",35022,0.197484133534451
201200503,"SAN FRANCISCO",2012,2012-11-06,"County Supervisor","Rizzo","President, Community College Board",8,5667,"San Francisco","115","35137",201200196,"N",2,"John",35022,0.161282978057319
201200504,"SAN FRANCISCO",2012,2012-11-06,"County Supervisor","Davis","President, Community Center",8,5318,"San Francisco","115","35137",201200196,"N",2,"Julian",35022,0.15135042832342
201200505,"SAN FRANCISCO",2012,2012-11-06,"County Supervisor","Selby","Mom/Small Businesswoman",8,4733,"San Francisco","115","35137",201200196,"N",2,"Thea",35022,0.134701312007286
201200506,"SAN FRANCISCO",2012,2012-11-06,"County Supervisor","Everett","Lawyer/Broadcast Journalist",8,1308,"San Francisco","115","35137",201200196,"N",2,"Daniel",35022,0.0372257164812022
201200507,"SAN FRANCISCO",2012,2012-11-06,"County Supervisor","Resignato","Nonprofit Director/Musician",8,777,"San Francisco","115","35137",201200196,"N",2,"Andrew 'Ellard'",35022,0.0221134416711728
201200508,"SAN FRANCISCO",2012,2012-11-06,"County Supervisor","Johnson","Paralegal",8,486,"San Francisco","115","35137",201200196,"N",2,"Hope",35022,0.0138315735549421
201200509,"SAN FRANCISCO",2012,2012-11-06,"County Supervisor","Crowley","Business Manager/Trustee",9,7723,"San Francisco","58","31334",201200197,"N",2,"F.X.",31276,0.246473479287675
201200510,"SAN FRANCISCO",2012,2012-11-06,"County Supervisor","Garcia","Arbitrator",9,5489,"San Francisco","58","31334",201200197,"N",2,"Michael",31276,0.175177123890981
201200511,"SAN FRANCISCO",2012,2012-11-06,"County Supervisor","Engardio","Business Owner/Journalist",9,4163,"San Francisco","58","31334",201200197,"N",2,"Joel",31276,0.132858875343078
201200512,"SAN FRANCISCO",2012,2012-11-06,"County Supervisor","Squeri","Businessman/Foundation Director",9,1538,"San Francisco","58","31334",201200197,"N",2,"Robert J.",31276,0.0490840620412332
201200513,"SAN FRANCISCO",2012,2012-11-06,"County Supervisor","Lagos","Retired School Teacher",9,1086,"San Francisco","58","31334",201200197,"N",2,"Julian P.",31276,0.0346588370460203
201200514,"SAN FRANCISCO",2012,2012-11-06,"County Supervisor","Bley","Cartographer/Geographic Analyst",9,824,"San Francisco","58","31334",201200197,"N",2,"Andrew",31276,0.0262973128231314
201200515,"SAN FRANCISCO",2012,2012-11-06,"County Supervisor","Gavin","Writer",9,716,"San Francisco","58","31334",201200197,"N",2,"Lynn",31276,0.0228505776472841
201200516,"SAN FRANCISCO",2012,2012-11-06,"County Supervisor","Rogers","Landscape Architect",9,595,"San Francisco","58","31334",201200197,"N",2,"Glenn",31276,0.0189889576817515
201200491,"SAN FRANCISCO",2012,2012-11-06,"County Supervisor","Mar","Member, Board of Supervisors",3,15266,"San Francisco","96","28533",201200193,"Y",1,"Eric",28437,0.535029614831949
201200492,"SAN FRANCISCO",2012,2012-11-06,"County Supervisor","Avalos","Incumbent",1,17748,"San Francisco","1083","18831",201200194,"Y",1,"John",17748,0.942488449896447
201200493,"SAN FRANCISCO",2012,2012-11-06,"County Supervisor","Chiu","President, Board of Supervisors",4,17700,"San Francisco","68","23470",201200195,"Y",1,"David",23402,0.754154239454623
201200496,"SAN FRANCISCO",2012,2012-11-06,"County Supervisor","Campos","Member, Board of Supervisors",1,24044,"San Francisco","1063","25107",201200198,"Y",1,"David",24044,0.95766121002111
201300122,"SAN FRANCISCO",2013,2013-11-05,"County Supervisor","Tang","Supervisor, San Francisco District 4",2,8725,"San Francisco","371","10849",201300030,"N",1,"Katy",10478,0.804221587243064
201300123,"SAN FRANCISCO",2013,2013-11-05,"County Supervisor","Seredni","Accountant",2,1753,"San Francisco","371","10849",201300030,"N",2,"Ivan",10478,0.16158171260024
201400930,"SAN FRANCISCO",2014,2014-11-04,"COUNTY SUPERVISOR","Cohen","Member, Board of Supervisors",5,7141,"San Fancisco","48","15360",201400431,"Y",1,"Malia",15312,0.464908854166667
201400931,"SAN FRANCISCO",2014,2014-11-04,"COUNTY SUPERVISOR","Kelly","Business Owner/Director",5,3688,"San Fancisco","48","15360",201400431,"N",2,"Tony",15312,0.240104166666667
201400932,"SAN FRANCISCO",2014,2014-11-04,"COUNTY SUPERVISOR","Tran","Community Volunteer",5,2704,"San Fancisco","48","15360",201400431,"N",2,"Marlene",15312,0.176041666666667
201400933,"SAN FRANCISCO",2014,2014-11-04,"COUNTY SUPERVISOR","Richard","Executive Director",5,986,"San Fancisco","48","15360",201400431,"N",2,"Shawn M.",15312,0.0641927083333333
201400934,"SAN FRANCISCO",2014,2014-11-04,"COUNTY SUPERVISOR","Donaldson","No Ballot Designation",5,793,"San Fancisco","48","15360",201400431,"N",2,"Ed",15312,0.0516276041666667
201400935,"SAN FRANCISCO",2014,2014-11-04,"COUNTY SUPERVISOR","Farrell","Incumbent",2,15546,"San Fancisco","141","19777",201400432,"Y",1,"Mark E.",19636,0.786064620518785
201400936,"SAN FRANCISCO",2014,2014-11-04,"COUNTY SUPERVISOR","Carvallo","Inventor/Technology Executive",2,4090,"San Fancisco","141","19777",201400432,"N",2,"Juan-Antonio",19636,0.206805885624716
201400937,"SAN FRANCISCO",2014,2014-11-04,"COUNTY SUPERVISOR","Tang","Incumbent",1,14981,"San Fancisco","511","15492",201400433,"Y",1,"Katy",14981,0.96701523366899
201400938,"SAN FRANCISCO",2014,2014-11-04,"COUNTY SUPERVISOR","Kim","San Francisco Supervisor",4,8827,"San Fancisco","130","13092",201400434,"Y",1,"Jane",12962,0.674228536510846
201400939,"SAN FRANCISCO",2014,2014-11-04,"COUNTY SUPERVISOR","Nulty","Non-Profit Director",4,1467,"San Fancisco","130","13092",201400434,"N",2,"Michael",12962,0.11205316223648
201400940,"SAN FRANCISCO",2014,2014-11-04,"COUNTY SUPERVISOR","Whitaker","Tax Revenue Analyst",4,1458,"San Fancisco","130","13092",201400434,"N",2,"Jamie",12962,0.111365719523373
201400941,"SAN FRANCISCO",2014,2014-11-04,"COUNTY SUPERVISOR","Salaverry","Independent Contractor",4,1210,"San Fancisco","130","13092",201400434,"N",2,"David Carlos",12962,0.0924228536510846
201400942,"SAN FRANCISCO",2014,2014-11-04,"COUNTY SUPERVISOR","Wiener","Member, Board of Supervisors",5,22854,"San Fancisco","261","29424",201400435,"Y",1,"Scott",29163,0.776712887438826
201400943,"SAN FRANCISCO",2014,2014-11-04,"COUNTY SUPERVISOR","Petrelis","Community Housing Blogger",5,2004,"San Fancisco","261","29424",201400435,"N",2,"Michael",29163,0.0681076672104405
201400944,"SAN FRANCISCO",2014,2014-11-04,"COUNTY SUPERVISOR","Basso","Businessman",5,1574,"San Fancisco","261","29424",201400435,"N",2,"Tommy",29163,0.0534937466014138
201400945,"SAN FRANCISCO",2014,2014-11-04,"COUNTY SUPERVISOR","Davis","Writer",5,1372,"San Fancisco","261","29424",201400435,"N",2,"George",29163,0.0466286025013594
201400946,"SAN FRANCISCO",2014,2014-11-04,"COUNTY SUPERVISOR","Nulty","Community Volunteer",5,1359,"San Fancisco","261","29424",201400435,"N",2,"John",29163,0.0461867862969005
201500077,"SAN FRANCISCO",2015,2015-11-03,"COUNTY SUPERVISOR","Peskin","President, Environmental Nonprofit",3,8740,"San Francisco","0","16635",201500022,"N",1,"Aaron",16635,0.525398256687707
201500078,"SAN FRANCISCO",2015,2015-11-03,"COUNTY SUPERVISOR","Christensen","Supervisor, San Francisco District 3",3,7243,"San Francisco","0","16635",201500022,"Y",2,"Julie",16635,0.435407273820259
201500079,"SAN FRANCISCO",2015,2015-11-03,"COUNTY SUPERVISOR","Pang","Music Professor",3,652,"San Francisco","0","16635",201500022,"N",2,"Wilma",16635,0.0391944694920349
201600543,"SAN FRANCISCO",2016,2016-11-08,"COUNTY SUPERVISOR","Fewer","Commissioner, San Francisco BOE",10,12550,"San Francisco","52","31662",201600202,"N",1,"Sandra Lee",31610,0.396374202514055
201600544,"SAN FRANCISCO",2016,2016-11-08,"COUNTY SUPERVISOR","Philhour","Business Owner/Mother",10,11067,"San Francisco","52","31662",201600202,"N",2,"Marjan",31610,0.349535721053629
201600545,"SAN FRANCISCO",2016,2016-11-08,"COUNTY SUPERVISOR","Lee","Teacher/Nonprofit Executive",10,3396,"San Francisco","52","31662",201600202,"N",2,"David",31610,0.107257911692249
201600546,"SAN FRANCISCO",2016,2016-11-08,"COUNTY SUPERVISOR","Greenberg","Businessman/Advisor",10,974,"San Francisco","52","31662",201600202,"N",2,"Richie",31610,0.0307624281473059
201600547,"SAN FRANCISCO",2016,2016-11-08,"COUNTY SUPERVISOR","Larkin","Professional Engineer",10,747,"San Francisco","52","31662",201600202,"N",2,"Brian J.",31610,0.0235929505400796
201600548,"SAN FRANCISCO",2016,2016-11-08,"COUNTY SUPERVISOR","Kwong","Architect/Business Owner",10,740,"San Francisco","52","31662",201600202,"N",2,"Samuel",31610,0.0233718653275219
201600549,"SAN FRANCISCO",2016,2016-11-08,"COUNTY SUPERVISOR","Jungreis","Attorney",10,611,"San Francisco","52","31662",201600202,"N",2,"Jason",31610,0.0192975806961026
201600550,"SAN FRANCISCO",2016,2016-11-08,"COUNTY SUPERVISOR","Lyens","Budget Analyst",10,609,"San Francisco","52","31662",201600202,"N",2,"Jonathan",31610,0.0192344134925147
201600551,"SAN FRANCISCO",2016,2016-11-08,"COUNTY SUPERVISOR","D'Silva","Operations Manager",10,557,"San Francisco","52","31662",201600202,"N",2,"Sherman R.",31610,0.0175920661992294
201600552,"SAN FRANCISCO",2016,2016-11-08,"COUNTY SUPERVISOR","Thornley","No Ballot Designation",10,359,"San Francisco","52","31662",201600202,"N",2,"Andy",31610,0.0113385130440275
201600553,"SAN FRANCISCO",2016,2016-11-08,"COUNTY SUPERVISOR","Safai","Labor Organizer",5,9422,"San Francisco","110","25370",201600203,"N",1,"Ahsha",25260,0.371383523847063
201600554,"SAN FRANCISCO",2016,2016-11-08,"COUNTY SUPERVISOR","Alvarenga","Union Political Director",5,8640,"San Francisco","110","25370",201600203,"N",2,"Kim",25260,0.340559716200237
201600555,"SAN FRANCISCO",2016,2016-11-08,"COUNTY SUPERVISOR","De Guzman","Multicultural Educator",5,3001,"San Francisco","110","25370",201600203,"N",2,"Magdalena",25260,0.118289318092235
201600556,"SAN FRANCISCO",2016,2016-11-08,"COUNTY SUPERVISOR","Herrera","Eductor/Musician",5,2598,"San Francisco","110","25370",201600203,"N",2,"Francisco",25260,0.102404414662988
201600557,"SAN FRANCISCO",2016,2016-11-08,"COUNTY SUPERVISOR","Hernandez","Community Health Educator",5,1599,"San Francisco","110","25370",201600203,"N",2,"Berta",25260,0.0630271974773354
201600558,"SAN FRANCISCO",2016,2016-11-08,"COUNTY SUPERVISOR","Peskin","Supervisor, District 3",2,19093,"San Francisco","281","26769",201600204,"Y",1,"Aaron",26488,0.713250401583922
201600559,"SAN FRANCISCO",2016,2016-11-08,"COUNTY SUPERVISOR","Donnelly","Residential Property Manager",2,7395,"San Francisco","281","26769",201600204,"N",2,"Time E.",26488,0.276252381486047
201600560,"SAN FRANCISCO",2016,2016-11-08,"COUNTY SUPERVISOR","Breed","President, Board of Supervisors",2,21318,"San Francisco","218","41070",201600205,"Y",1,"London",40852,0.519065010956903
201600561,"SAN FRANCISCO",2016,2016-11-08,"COUNTY SUPERVISOR","Preston","Director, Housing Nonprofit",2,19534,"San Francisco","218","41070",201600205,"N",2,"Dean",40852,0.475626978329681
201600562,"SAN FRANCISCO",2016,2016-11-08,"COUNTY SUPERVISOR","Yee","Member, Board of Supervisors",5,14154,"San Francisco","93","35274",201600206,"Y",1,"Norman",35181,0.401258717468957
201600563,"SAN FRANCISCO",2016,2016-11-08,"COUNTY SUPERVISOR","Engardio","Journalist/Business Manager",5,7630,"San Francisco","93","35274",201600206,"N",2,"Joel",35181,0.216306628111357
201600564,"SAN FRANCISCO",2016,2016-11-08,"COUNTY SUPERVISOR","Matranga","Street Safety Director",5,6475,"San Francisco","93","35274",201600206,"N",2,"Ben",35181,0.18356296422294
201600565,"SAN FRANCISCO",2016,2016-11-08,"COUNTY SUPERVISOR","Farrell","Small Business Owner",5,4927,"San Francisco","93","35274",201600206,"N",2,"John",35181,0.139677949764699
201600566,"SAN FRANCISCO",2016,2016-11-08,"COUNTY SUPERVISOR","Young","Business Owner",5,1995,"San Francisco","93","35274",201600206,"N",2,"Mike",35181,0.0565572376254465
201600567,"SAN FRANCISCO",2016,2016-11-08,"COUNTY SUPERVISOR","Ronen","Legislative Advisor/Mother",4,18335,"San Francisco","118","32043",201600207,"N",1,"Hillary",31925,0.572199856442905
201600568,"SAN FRANCISCO",2016,2016-11-08,"COUNTY SUPERVISOR","Arce","Civil Rights Attorney",4,9612,"San Francisco","118","32043",201600207,"N",2,"Joshua",31925,0.299971912742253
201600569,"SAN FRANCISCO",2016,2016-11-08,"COUNTY SUPERVISOR","San Miguel","Technology/Education Advisor",4,3439,"San Francisco","118","32043",201600207,"N",2,"Melissa",31925,0.107324532659239
201600570,"SAN FRANCISCO",2016,2016-11-08,"COUNTY SUPERVISOR","Espana","Training Officer",4,539,"San Francisco","118","32043",201600207,"N",2,"Iswari",31925,0.0168211465842774
201800813,"SAN FRANCISCO",2018,2018-06-05,"COUNTY SUPERVISOR","Dagesse","Theatrical Technician",3,591,"San Francisco","88","33265",201800406,"N",2,"Lawrence ""Stark""",33177,0.0177664211633849
201800814,"SAN FRANCISCO",2018,2018-06-05,"COUNTY SUPERVISOR","Mandelman","City College Trustee/Attorney",3,19951,"San Francisco","88","33265",201800406,"N",1,"Rafael",33177,0.599759506989328
201800815,"SAN FRANCISCO",2018,2018-06-05,"COUNTY SUPERVISOR","Sheehy","Appointed San Francisco Supervisor",3,12635,"San Francisco","88","33265",201800406,"Y",2,"Jeff",33177,0.379828648729896
201800835,"SAN FRANCISCO",2018,2018-11-06,"COUNTY SUPERVISOR","Berry","Mother",6,954,"San Francisco","119","23169",201800413,"N",2,"Gloria",23050,0.0411757089214036
201800836,"SAN FRANCISCO",2018,2018-11-06,"COUNTY SUPERVISOR","Chandler","Mother/Grandmother",6,799,"San Francisco","119","23169",201800413,"N",2,"Asale",23050,0.0344857352496871
201800837,"SAN FRANCISCO",2018,2018-11-06,"COUNTY SUPERVISOR","Ellington","Human Rights Commissioner",6,4800,"San Francisco","119","23169",201800413,"N",2,"Theo",23050,0.207173378220899
201800838,"SAN FRANCISCO",2018,2018-11-06,"COUNTY SUPERVISOR","Kelly","Artist/Art Director",6,5643,"San Francisco","119","23169",201800413,"N",2,"Tony",23050,0.243558202770944
201800839,"SAN FRANCISCO",2018,2018-11-06,"COUNTY SUPERVISOR","Pease-Greene","Community Builder",6,1304,"San Francisco","119","23169",201800413,"N",2,"Uzuri",23050,0.0562821010833441
201800840,"SAN FRANCISCO",2018,2018-11-06,"COUNTY SUPERVISOR","Walton","San Francisco Board of Education Commissioner",6,9550,"San Francisco","119","23169",201800413,"N",1,"Shamann",23050,0.412188700418663
201800841,"SAN FRANCISCO",2018,2018-11-06,"COUNTY SUPERVISOR","Dennis","Independent Businessman",4,3095,"San Francisco","93","35315",201800414,"N",2,"John",35222,0.0876398131105762
201800842,"SAN FRANCISCO",2018,2018-11-06,"COUNTY SUPERVISOR","Hudak","Businesswoman/Entrepreneur/Coe",4,4132,"San Francisco","93","35315",201800414,"N",2,"Schuyler",35222,0.117004105904007
201800843,"SAN FRANCISCO",2018,2018-11-06,"COUNTY SUPERVISOR","Josefowitz","Clean Energy Entrepreneur",4,13617,"San Francisco","93","35315",201800414,"N",2,"Nick",35222,0.385586861107178
201800844,"SAN FRANCISCO",2018,2018-11-06,"COUNTY SUPERVISOR","Stefani","Appointed Supervisor/Attorney",4,14378,"San Francisco","93","35315",201800414,"Y",1,"Catherine",35222,0.407135777998018
201800845,"SAN FRANCISCO",2018,2018-11-06,"COUNTY SUPERVISOR","Bassan","Attorney/Teacher",8,2169,"San Francisco","68","28397",201800415,"N",2,"Lou Ann",28329,0.0763813078846357
201800846,"SAN FRANCISCO",2018,2018-11-06,"COUNTY SUPERVISOR","Ho","Legislative Aide",8,7423,"San Francisco","68","28397",201800415,"N",2,"Jessica",28329,0.261400852202697
201800847,"SAN FRANCISCO",2018,2018-11-06,"COUNTY SUPERVISOR","Kim","project Manager",8,511,"San Francisco","68","28397",201800415,"N",2,"Adam",28329,0.0179948586118252
201800848,"SAN FRANCISCO",2018,2018-11-06,"COUNTY SUPERVISOR","Mar","Nonprofit Director/Parent",8,10288,"San Francisco","68","28397",201800415,"N",1,"Gordon",28329,0.362291791386414
201800849,"SAN FRANCISCO",2018,2018-11-06,"COUNTY SUPERVISOR","McNeil","Public School Teacher",8,3479,"San Francisco","68","28397",201800415,"N",2,"Trevor",28329,0.122512941507906
201800850,"SAN FRANCISCO",2018,2018-11-06,"COUNTY SUPERVISOR","Murphy","Educator",8,1176,"San Francisco","68","28397",201800415,"N",2,"Mike",28329,0.041412825298447
201800851,"SAN FRANCISCO",2018,2018-11-06,"COUNTY SUPERVISOR","Nguyen","Consultant",8,848,"San Francisco","68","28397",201800415,"N",2,"Tuan",28329,0.0298623093988802
201800852,"SAN FRANCISCO",2018,2018-11-06,"COUNTY SUPERVISOR","Tom","City Auditor",8,2435,"San Francisco","68","28397",201800415,"N",2,"Arthur",28329,0.0857484945592844
201800853,"SAN FRANCISCO",2018,2018-11-06,"COUNTY SUPERVISOR","Haney","School Board Member/Attorney",3,14249,"San Francisco","93","25338",201800416,"N",1,"Matt",25245,0.562356934248954
201800854,"SAN FRANCISCO",2018,2018-11-06,"COUNTY SUPERVISOR","Johnson","Housing Policy Educator",3,6237,"San Francisco","93","25338",201800416,"N",2,"Christine",25245,0.246152024627042
201800855,"SAN FRANCISCO",2018,2018-11-06,"COUNTY SUPERVISOR","Trauss","Housing Non-profit Director",3,4759,"San Francisco","93","25338",201800416,"N",2,"Sonja",25245,0.187820664614413
201800856,"SAN FRANCISCO",2018,2018-11-06,"COUNTY SUPERVISOR","Dagesse","Theatrical Stage Technician",2,3554,"San Francisco","233","42079",201800417,"N",2,"Lawrence ""Stark""",41846,0.0844601820385465
201800857,"SAN FRANCISCO",2018,2018-11-06,"COUNTY SUPERVISOR","Mandelman","City College Trustee/Attorney",2,38292,"San Francisco","233","42079",201800417,"Y",1,"Rafael",41846,0.910002614130564
201900018,"SAN FRANCISCO",2019,2019-11-05,"COUNTY SUPERVISOR","Brown","District 5 Supervisor",4,11171,"San Francisco","0","23473",201900006,"Y",1,"Vallie",23473,0.475908490606228
201900021,"SAN FRANCISCO",2019,2019-11-05,"COUNTY SUPERVISOR","Preston","Nonprofit Housing Attorney",4,11119,"San Francisco","0","23473",201900006,"N",2,"Dean",23473,0.473693179397606
201900019,"SAN FRANCISCO",2019,2019-11-05,"COUNTY SUPERVISOR","Lam","Local Political Journalist",4,918,"San Francisco","0","23473",201900006,"N",2,"Ryan",23473,0.0391087632599156
201900020,"SAN FRANCISCO",2019,2019-11-05,"COUNTY SUPERVISOR","O'Meara","Film Producer",4,265,"San Francisco","0","23473",201900006,"N",2,"Nomvula",23473,0.0112895667362502
