"Location","Year","Series","Series Code","Permits"
"SAN FRANCISCO",2019,"Units in Single-Family Structures",2.0,22.0
"SAN FRANCISCO",2019,"Units in All Multi-Family Structures",3.0,3178.0
"SAN GABRIEL",2019,"Total Units",1.0,15.0
"SAN GABRIEL",2019,"Units in Single-Family Structures",2.0,15.0
"SAN GABRIEL",2019,"Units in All Multi-Family Structures",3.0,0
"SAN JACINTO",2019,"Total Units",1.0,147.0
"SAN JACINTO",2019,"Units in Single-Family Structures",2.0,147.0
"SAN JACINTO",2019,"Units in All Multi-Family Structures",3.0,0
"SAN JOAQUIN",2019,"Total Units",1.0,0
"SAN JOAQUIN",2019,"Units in Single-Family Structures",2.0,0
"SAN JOAQUIN",2019,"Units in All Multi-Family Structures",3.0,0
"SAN JOAQUIN COUNTY UNINCORPORATED AREA",2019,"Total Units",1.0,616.0
"SAN JOAQUIN COUNTY UNINCORPORATED AREA",2019,"Units in Single-Family Structures",2.0,616.0
"SAN JOAQUIN COUNTY UNINCORPORATED AREA",2019,"Units in All Multi-Family Structures",3.0,0
"SAN JOSE",2019,"Total Units",1.0,2345.0
"SAN JOSE",2019,"Units in Single-Family Structures",2.0,514.0
"SAN JOSE",2019,"Units in All Multi-Family Structures",3.0,1831.0
"SAN JUAN BAUTISTA",2019,"Total Units",1.0,76.0
"SAN JUAN BAUTISTA",2019,"Units in Single-Family Structures",2.0,76.0
"SAN JUAN BAUTISTA",2019,"Units in All Multi-Family Structures",3.0,0
"SAN JUAN CAPISTRANO",2019,"Total Units",1.0,99.0
"SAN JUAN CAPISTRANO",2019,"Units in Single-Family Structures",2.0,87.0
"SAN JUAN CAPISTRANO",2019,"Units in All Multi-Family Structures",3.0,12.0
"SAN LEANDRO",2019,"Total Units",1.0,38.0
"SAN LEANDRO",2019,"Units in Single-Family Structures",2.0,34.0
"SAN LEANDRO",2019,"Units in All Multi-Family Structures",3.0,4.0
"SAN LUIS OBISPO",2019,"Total Units",1.0,511.0
"SAN LUIS OBISPO",2019,"Units in Single-Family Structures",2.0,171.0
"SAN LUIS OBISPO",2019,"Units in All Multi-Family Structures",3.0,340.0
"SAN LUIS OBISPO COUNTY UNINCORPORATED AREA",2019,"Total Units",1.0,341.0
"SAN LUIS OBISPO COUNTY UNINCORPORATED AREA",2019,"Units in Single-Family Structures",2.0,339.0
"SAN LUIS OBISPO COUNTY UNINCORPORATED AREA",2019,"Units in All Multi-Family Structures",3.0,2.0
"SAN MARCOS",2019,"Total Units",1.0,205.0
"SAN MARCOS",2019,"Units in Single-Family Structures",2.0,172.0
"SAN MARCOS",2019,"Units in All Multi-Family Structures",3.0,33.0
"SAN MARINO",2019,"Total Units",1.0,0
"SAN MARINO",2019,"Units in Single-Family Structures",2.0,0
"SAN MARINO",2019,"Units in All Multi-Family Structures",3.0,0
"SAN MATEO",2019,"Total Units",1.0,339.0
"SAN MATEO",2019,"Units in Single-Family Structures",2.0,9.0
"SAN MATEO",2019,"Units in All Multi-Family Structures",3.0,330.0
"SAN MATEO COUNTY UNINCORPORATED AREA",2019,"Total Units",1.0,108.0
"SAN MATEO COUNTY UNINCORPORATED AREA",2019,"Units in Single-Family Structures",2.0,39.0
"SAN MATEO COUNTY UNINCORPORATED AREA",2019,"Units in All Multi-Family Structures",3.0,69.0
"SAN PABLO",2019,"Total Units",1.0,6.0
"SAN PABLO",2019,"Units in Single-Family Structures",2.0,6.0
"SAN PABLO",2019,"Units in All Multi-Family Structures",3.0,0
"Location","Year","Series","Series Code","Permits"
"SAN RAFAEL",2019,"Total Units",1.0,10.0
"SAN RAFAEL",2019,"Units in Single-Family Structures",2.0,10.0
"SAN RAFAEL",2019,"Units in All Multi-Family Structures",3.0,0
"SAN RAMON",2019,"Total Units",1.0,94.0
"SAN RAMON",2019,"Units in Single-Family Structures",2.0,74.0
"SAN RAMON",2019,"Units in All Multi-Family Structures",3.0,20.0
"SAND CITY",2019,"Total Units",1.0,8.0
"SAND CITY",2019,"Units in Single-Family Structures",2.0,0
"SAND CITY",2019,"Units in All Multi-Family Structures",3.0,8.0
"SANGER",2019,"Total Units",1.0,52.0
"SANGER",2019,"Units in Single-Family Structures",2.0,52.0
"SANGER",2019,"Units in All Multi-Family Structures",3.0,0
"SANTA ANA",2019,"Total Units",1.0,643.0
"SANTA ANA",2019,"Units in Single-Family Structures",2.0,97.0
"SANTA ANA",2019,"Units in All Multi-Family Structures",3.0,546.0
"SANTA BARBARA",2019,"Total Units",1.0,114.0
"SANTA BARBARA",2019,"Units in Single-Family Structures",2.0,13.0
"SANTA BARBARA",2019,"Units in All Multi-Family Structures",3.0,101.0
"SANTA BARBARA COUNTY UNINCORPORATED AREA",2019,"Total Units",1.0,258.0
"SANTA BARBARA COUNTY UNINCORPORATED AREA",2019,"Units in Single-Family Structures",2.0,241.0
"SANTA BARBARA COUNTY UNINCORPORATED AREA",2019,"Units in All Multi-Family Structures",3.0,17.0
"SANTA CLARA",2019,"Total Units",1.0,628.0
"SANTA CLARA",2019,"Units in Single-Family Structures",2.0,257.0
"SANTA CLARA",2019,"Units in All Multi-Family Structures",3.0,371.0
"SANTA CLARA COUNTY UNINCORPORATED AREA",2019,"Total Units",1.0,50.0
"SANTA CLARA COUNTY UNINCORPORATED AREA",2019,"Units in Single-Family Structures",2.0,50.0
"SANTA CLARA COUNTY UNINCORPORATED AREA",2019,"Units in All Multi-Family Structures",3.0,0
"SANTA CLARITA",2019,"Total Units",1.0,894.0
"SANTA CLARITA",2019,"Units in Single-Family Structures",2.0,389.0
"SANTA CLARITA",2019,"Units in All Multi-Family Structures",3.0,505.0
"SANTA CRUZ",2019,"Total Units",1.0,42.0
"SANTA CRUZ",2019,"Units in Single-Family Structures",2.0,42.0
"SANTA CRUZ",2019,"Units in All Multi-Family Structures",3.0,0
"SANTA CRUZ COUNTY UNINCORPORATED AREA",2019,"Total Units",1.0,256.0
"SANTA CRUZ COUNTY UNINCORPORATED AREA",2019,"Units in Single-Family Structures",2.0,120.0
"SANTA CRUZ COUNTY UNINCORPORATED AREA",2019,"Units in All Multi-Family Structures",3.0,136.0
"SANTA FE SPRINGS",2019,"Total Units",1.0,0
"SANTA FE SPRINGS",2019,"Units in Single-Family Structures",2.0,0
"SANTA FE SPRINGS",2019,"Units in All Multi-Family Structures",3.0,0
"SANTA MARIA",2019,"Total Units",1.0,489.0
"SANTA MARIA",2019,"Units in Single-Family Structures",2.0,110.0
"SANTA MARIA",2019,"Units in All Multi-Family Structures",3.0,379.0
"SANTA MONICA",2019,"Total Units",1.0,97.0
"SANTA MONICA",2019,"Units in Single-Family Structures",2.0,74.0
"SANTA MONICA",2019,"Units in All Multi-Family Structures",3.0,23.0
"SANTA PAULA",2019,"Total Units",1.0,146.0
"SANTA PAULA",2019,"Units in Single-Family Structures",2.0,146.0
"SANTA PAULA",2019,"Units in All Multi-Family Structures",3.0,0
"SANTA ROSA",2019,"Total Units",1.0,1190.0
"SANTA ROSA",2019,"Units in Single-Family Structures",2.0,939.0
"SANTA ROSA",2019,"Units in All Multi-Family Structures",3.0,251.0
"SANTEE",2019,"Total Units",1.0,135.0
"SANTEE",2019,"Units in Single-Family Structures",2.0,2.0
"SANTEE",2019,"Units in All Multi-Family Structures",3.0,133.0
"SARATOGA",2019,"Total Units",1.0,54.0
"SARATOGA",2019,"Units in Single-Family Structures",2.0,54.0
"SARATOGA",2019,"Units in All Multi-Family Structures",3.0,0
"SAUSALITO",2019,"Total Units",1.0,2.0
"SAUSALITO",2019,"Units in Single-Family Structures",2.0,2.0
"SAUSALITO",2019,"Units in All Multi-Family Structures",3.0,0
"SCOTTS VALLEY",2019,"Total Units",1.0,6.0
"SCOTTS VALLEY",2019,"Units in Single-Family Structures",2.0,6.0
"SCOTTS VALLEY",2019,"Units in All Multi-Family Structures",3.0,0
"SEAL BEACH",2019,"Total Units",1.0,12.0
"SEAL BEACH",2019,"Units in Single-Family Structures",2.0,12.0
"SEAL BEACH",2019,"Units in All Multi-Family Structures",3.0,0
"SEASIDE",2019,"Total Units",1.0,0
"SEASIDE",2019,"Units in Single-Family Structures",2.0,0
"SEASIDE",2019,"Units in All Multi-Family Structures",3.0,0
"SEBASTOPOL",2019,"Total Units",1.0,4.0
"SEBASTOPOL",2019,"Units in Single-Family Structures",2.0,4.0
"SEBASTOPOL",2019,"Units in All Multi-Family Structures",3.0,0
"SELMA",2019,"Total Units",1.0,26.0
"SELMA",2019,"Units in Single-Family Structures",2.0,26.0
"SELMA",2019,"Units in All Multi-Family Structures",3.0,0
"SHAFTER",2019,"Total Units",1.0,190.0
"SHAFTER",2019,"Units in Single-Family Structures",2.0,190.0
"SHAFTER",2019,"Units in All Multi-Family Structures",3.0,0
"SHASTA COUNTY UNINCORPORATED AREA",2019,"Total Units",1.0,139.0
"SHASTA COUNTY UNINCORPORATED AREA",2019,"Units in Single-Family Structures",2.0,139.0
"SHASTA COUNTY UNINCORPORATED AREA",2019,"Units in All Multi-Family Structures",3.0,0
"SHASTA LAKE",2019,"Total Units",1.0,72.0
"SHASTA LAKE",2019,"Units in Single-Family Structures",2.0,42.0
"SHASTA LAKE",2019,"Units in All Multi-Family Structures",3.0,30.0
"SIERRA COUNTY",2019,"Total Units",1.0,7.0
"SIERRA COUNTY",2019,"Units in Single-Family Structures",2.0,7.0
"SIERRA COUNTY",2019,"Units in All Multi-Family Structures",3.0,0
"SIERRA MADRE",2019,"Total Units",1.0,0
"SIERRA MADRE",2019,"Units in Single-Family Structures",2.0,0
"SIERRA MADRE",2019,"Units in All Multi-Family Structures",3.0,0
"Location","Year","Series","Series Code","Permits"
"SIGNAL HILL",2019,"Total Units",1.0,1.0
"SIGNAL HILL",2019,"Units in Single-Family Structures",2.0,1.0
"SIGNAL HILL",2019,"Units in All Multi-Family Structures",3.0,0
"SIMI VALLEY",2019,"Total Units",1.0,142.0
"SIMI VALLEY",2019,"Units in Single-Family Structures",2.0,142.0
"SIMI VALLEY",2019,"Units in All Multi-Family Structures",3.0,0
"SISKIYOU COUNTY UNINCORPORATED AREA",2019,"Total Units",1.0,45.0
"SISKIYOU COUNTY UNINCORPORATED AREA",2019,"Units in Single-Family Structures",2.0,43.0
"SISKIYOU COUNTY UNINCORPORATED AREA",2019,"Units in All Multi-Family Structures",3.0,2.0
"SOLANA BEACH",2019,"Total Units",1.0,9.0
"SOLANA BEACH",2019,"Units in Single-Family Structures",2.0,9.0
"SOLANA BEACH",2019,"Units in All Multi-Family Structures",3.0,0
"SOLANO COUNTY UNINCORPORATED AREA",2019,"Total Units",1.0,30.0
"SOLANO COUNTY UNINCORPORATED AREA",2019,"Units in Single-Family Structures",2.0,30.0
"SOLANO COUNTY UNINCORPORATED AREA",2019,"Units in All Multi-Family Structures",3.0,0
"SOLEDAD",2019,"Total Units",1.0,72.0
"SOLEDAD",2019,"Units in Single-Family Structures",2.0,72.0
"SOLEDAD",2019,"Units in All Multi-Family Structures",3.0,0
"SOLVANG",2019,"Total Units",1.0,2.0
"SOLVANG",2019,"Units in Single-Family Structures",2.0,2.0
"SOLVANG",2019,"Units in All Multi-Family Structures",3.0,0
"SONOMA",2019,"Total Units",1.0,72.0
"SONOMA",2019,"Units in Single-Family Structures",2.0,72.0
"SONOMA",2019,"Units in All Multi-Family Structures",3.0,0
"SONOMA COUNTY UNINCORPORATED AREA",2019,"Total Units",1.0,761.0
"SONOMA COUNTY UNINCORPORATED AREA",2019,"Units in Single-Family Structures",2.0,761.0
"SONOMA COUNTY UNINCORPORATED AREA",2019,"Units in All Multi-Family Structures",3.0,0
"SONORA",2019,"Total Units",1.0,2.0
"SONORA",2019,"Units in Single-Family Structures",2.0,2.0
"SONORA",2019,"Units in All Multi-Family Structures",3.0,0
"SOUTH EL MONTE",2019,"Total Units",1.0,38.0
"SOUTH EL MONTE",2019,"Units in Single-Family Structures",2.0,29.0
"SOUTH EL MONTE",2019,"Units in All Multi-Family Structures",3.0,9.0
"SOUTH GATE",2019,"Total Units",1.0,293.0
"SOUTH GATE",2019,"Units in Single-Family Structures",2.0,41.0
"SOUTH GATE",2019,"Units in All Multi-Family Structures",3.0,252.0
"SOUTH LAKE TAHOE",2019,"Total Units",1.0,26.0
"SOUTH LAKE TAHOE",2019,"Units in Single-Family Structures",2.0,8.0
"SOUTH LAKE TAHOE",2019,"Units in All Multi-Family Structures",3.0,18.0
"SOUTH PASADENA",2019,"Total Units",1.0,8.0
"SOUTH PASADENA",2019,"Units in Single-Family Structures",2.0,8.0
"SOUTH PASADENA",2019,"Units in All Multi-Family Structures",3.0,0
"SOUTH SAN FRANCISCO",2019,"Total Units",1.0,204.0
"SOUTH SAN FRANCISCO",2019,"Units in Single-Family Structures",2.0,32.0
"SOUTH SAN FRANCISCO",2019,"Units in All Multi-Family Structures",3.0,172.0
"ST. HELENA",2019,"Total Units",1.0,6.0
"ST. HELENA",2019,"Units in Single-Family Structures",2.0,6.0
"ST. HELENA",2019,"Units in All Multi-Family Structures",3.0,0
"STANISLAUS COUNTY UNINCORPORATED AREA",2019,"Total Units",1.0,91.0
"STANISLAUS COUNTY UNINCORPORATED AREA",2019,"Units in Single-Family Structures",2.0,89.0
"STANISLAUS COUNTY UNINCORPORATED AREA",2019,"Units in All Multi-Family Structures",3.0,2.0
"STANTON",2019,"Total Units",1.0,114.0
"STANTON",2019,"Units in Single-Family Structures",2.0,114.0
"STANTON",2019,"Units in All Multi-Family Structures",3.0,0
"STOCKTON",2019,"Total Units",1.0,464.0
"STOCKTON",2019,"Units in Single-Family Structures",2.0,302.0
"STOCKTON",2019,"Units in All Multi-Family Structures",3.0,162.0
"SUISUN CITY",2019,"Total Units",1.0,19.0
"SUISUN CITY",2019,"Units in Single-Family Structures",2.0,8.0
"SUISUN CITY",2019,"Units in All Multi-Family Structures",3.0,11.0
"SUNNYVALE",2019,"Total Units",1.0,677.0
"SUNNYVALE",2019,"Units in Single-Family Structures",2.0,147.0
"SUNNYVALE",2019,"Units in All Multi-Family Structures",3.0,530.0
"SUSANVILLE",2019,"Total Units",1.0,8.0
"SUSANVILLE",2019,"Units in Single-Family Structures",2.0,4.0
"SUSANVILLE",2019,"Units in All Multi-Family Structures",3.0,4.0
"SUTTER COUNTY UNINCORPORATED AREA",2019,"Total Units",1.0,16.0
"SUTTER COUNTY UNINCORPORATED AREA",2019,"Units in Single-Family Structures",2.0,16.0
"SUTTER COUNTY UNINCORPORATED AREA",2019,"Units in All Multi-Family Structures",3.0,0
"SUTTER CREEK",2019,"Total Units",1.0,2.0
"SUTTER CREEK",2019,"Units in Single-Family Structures",2.0,2.0
"SUTTER CREEK",2019,"Units in All Multi-Family Structures",3.0,0
"TAFT",2019,"Total Units",1.0,12.0
"TAFT",2019,"Units in Single-Family Structures",2.0,12.0
"TAFT",2019,"Units in All Multi-Family Structures",3.0,0
"TEHACHAPI",2019,"Total Units",1.0,15.0
"TEHACHAPI",2019,"Units in Single-Family Structures",2.0,15.0
"TEHACHAPI",2019,"Units in All Multi-Family Structures",3.0,0
"TEHAMA COUNTY UNINCORPORATED AREA",2019,"Total Units",1.0,118.0
"TEHAMA COUNTY UNINCORPORATED AREA",2019,"Units in Single-Family Structures",2.0,118.0
"TEHAMA COUNTY UNINCORPORATED AREA",2019,"Units in All Multi-Family Structures",3.0,0
"TEMECULA",2019,"Total Units",1.0,223.0
"TEMECULA",2019,"Units in Single-Family Structures",2.0,54.0
"TEMECULA",2019,"Units in All Multi-Family Structures",3.0,169.0
"TEMPLE CITY",2019,"Total Units",1.0,76.0
"TEMPLE CITY",2019,"Units in Single-Family Structures",2.0,76.0
"TEMPLE CITY",2019,"Units in All Multi-Family Structures",3.0,0
"THOUSAND OAKS",2019,"Total Units",1.0,31.0
"THOUSAND OAKS",2019,"Units in Single-Family Structures",2.0,31.0
"THOUSAND OAKS",2019,"Units in All Multi-Family Structures",3.0,0
"Location","Year","Series","Series Code","Permits"
"TIBURON TOWN",2019,"Total Units",1.0,4.0
"TIBURON TOWN",2019,"Units in Single-Family Structures",2.0,4.0
"TIBURON TOWN",2019,"Units in All Multi-Family Structures",3.0,0
"TORRANCE",2019,"Total Units",1.0,81.0
"TORRANCE",2019,"Units in Single-Family Structures",2.0,78.0
"TORRANCE",2019,"Units in All Multi-Family Structures",3.0,3.0
"TRACY",2019,"Total Units",1.0,821.0
"TRACY",2019,"Units in Single-Family Structures",2.0,597.0
"TRACY",2019,"Units in All Multi-Family Structures",3.0,224.0
"TRINIDAD",2019,"Total Units",1.0,1.0
"TRINIDAD",2019,"Units in Single-Family Structures",2.0,1.0
"TRINIDAD",2019,"Units in All Multi-Family Structures",3.0,0
"TRINITY COUNTY",2019,"Total Units",1.0,16.0
"TRINITY COUNTY",2019,"Units in Single-Family Structures",2.0,16.0
"TRINITY COUNTY",2019,"Units in All Multi-Family Structures",3.0,0
"TRUCKEE",2019,"Total Units",1.0,177.0
"TRUCKEE",2019,"Units in Single-Family Structures",2.0,91.0
"TRUCKEE",2019,"Units in All Multi-Family Structures",3.0,86.0
"TULARE",2019,"Total Units",1.0,584.0
"TULARE",2019,"Units in Single-Family Structures",2.0,368.0
"TULARE",2019,"Units in All Multi-Family Structures",3.0,216.0
"TULARE COUNTY UNINCORPORATED AREA",2019,"Total Units",1.0,185.0
"TULARE COUNTY UNINCORPORATED AREA",2019,"Units in Single-Family Structures",2.0,177.0
"TULARE COUNTY UNINCORPORATED AREA",2019,"Units in All Multi-Family Structures",3.0,8.0
"TULELAKE",2019,"Total Units",1.0,0
"TULELAKE",2019,"Units in Single-Family Structures",2.0,0
"TULELAKE",2019,"Units in All Multi-Family Structures",3.0,0
"TUOLUMNE COUNTY UNINCORPORATED AREA",2019,"Total Units",1.0,64.0
"TUOLUMNE COUNTY UNINCORPORATED AREA",2019,"Units in Single-Family Structures",2.0,64.0
"TUOLUMNE COUNTY UNINCORPORATED AREA",2019,"Units in All Multi-Family Structures",3.0,0
"TURLOCK",2019,"Total Units",1.0,127.0
"TURLOCK",2019,"Units in Single-Family Structures",2.0,104.0
"TURLOCK",2019,"Units in All Multi-Family Structures",3.0,23.0
"TUSTIN",2019,"Total Units",1.0,238.0
"TUSTIN",2019,"Units in Single-Family Structures",2.0,238.0
"TUSTIN",2019,"Units in All Multi-Family Structures",3.0,0
"TWENTYNINE PALMS",2019,"Total Units",1.0,5.0
"TWENTYNINE PALMS",2019,"Units in Single-Family Structures",2.0,5.0
"TWENTYNINE PALMS",2019,"Units in All Multi-Family Structures",3.0,0
"UKIAH",2019,"Total Units",1.0,4.0
"UKIAH",2019,"Units in Single-Family Structures",2.0,4.0
"UKIAH",2019,"Units in All Multi-Family Structures",3.0,0
"UNION CITY",2019,"Total Units",1.0,15.0
"UNION CITY",2019,"Units in Single-Family Structures",2.0,15.0
"UNION CITY",2019,"Units in All Multi-Family Structures",3.0,0
"UPLAND",2019,"Total Units",1.0,483.0
"UPLAND",2019,"Units in Single-Family Structures",2.0,134.0
"UPLAND",2019,"Units in All Multi-Family Structures",3.0,349.0
"VACAVILLE",2019,"Total Units",1.0,378.0
"VACAVILLE",2019,"Units in Single-Family Structures",2.0,378.0
"VACAVILLE",2019,"Units in All Multi-Family Structures",3.0,0
"VALLEJO",2019,"Total Units",1.0,54.0
"VALLEJO",2019,"Units in Single-Family Structures",2.0,54.0
"VALLEJO",2019,"Units in All Multi-Family Structures",3.0,0
"VENTURA COUNTY UNINCORPORATED AREA",2019,"Total Units",1.0,51.0
"VENTURA COUNTY UNINCORPORATED AREA",2019,"Units in Single-Family Structures",2.0,51.0
"VENTURA COUNTY UNINCORPORATED AREA",2019,"Units in All Multi-Family Structures",3.0,0
"VERNON",2019,"Total Units",1.0,0
"VERNON",2019,"Units in Single-Family Structures",2.0,0
"VERNON",2019,"Units in All Multi-Family Structures",3.0,0
"VICTORVILLE",2019,"Total Units",1.0,439.0
"VICTORVILLE",2019,"Units in Single-Family Structures",2.0,439.0
"VICTORVILLE",2019,"Units in All Multi-Family Structures",3.0,0
"VILLA PARK",2019,"Total Units",1.0,4.0
"VILLA PARK",2019,"Units in Single-Family Structures",2.0,4.0
"VILLA PARK",2019,"Units in All Multi-Family Structures",3.0,0
"VISALIA",2019,"Total Units",1.0,699.0
"VISALIA",2019,"Units in Single-Family Structures",2.0,678.0
"VISALIA",2019,"Units in All Multi-Family Structures",3.0,21.0
"VISTA",2019,"Total Units",1.0,540.0
"VISTA",2019,"Units in Single-Family Structures",2.0,242.0
"VISTA",2019,"Units in All Multi-Family Structures",3.0,298.0
"WALNUT",2019,"Total Units",1.0,14.0
"WALNUT",2019,"Units in Single-Family Structures",2.0,14.0
"WALNUT",2019,"Units in All Multi-Family Structures",3.0,0
"WALNUT CREEK",2019,"Total Units",1.0,379.0
"WALNUT CREEK",2019,"Units in Single-Family Structures",2.0,17.0
"WALNUT CREEK",2019,"Units in All Multi-Family Structures",3.0,362.0
"WASCO",2019,"Total Units",1.0,80.0
"WASCO",2019,"Units in Single-Family Structures",2.0,68.0
"WASCO",2019,"Units in All Multi-Family Structures",3.0,12.0
"WATERFORD",2019,"Total Units",1.0,18.0
"WATERFORD",2019,"Units in Single-Family Structures",2.0,16.0
"WATERFORD",2019,"Units in All Multi-Family Structures",3.0,2.0
"WATSONVILLE",2019,"Total Units",1.0,110.0
"WATSONVILLE",2019,"Units in Single-Family Structures",2.0,55.0
"WATSONVILLE",2019,"Units in All Multi-Family Structures",3.0,55.0
"WEED",2019,"Total Units",1.0,2.0
"WEED",2019,"Units in Single-Family Structures",2.0,2.0
"WEED",2019,"Units in All Multi-Family Structures",3.0,0
"Location","Year","Series","Series Code","Permits"
"WEST COVINA",2019,"Total Units",1.0,57.0
"WEST COVINA",2019,"Units in Single-Family Structures",2.0,57.0
"WEST COVINA",2019,"Units in All Multi-Family Structures",3.0,0
"WEST HOLLYWOOD",2019,"Total Units",1.0,185.0
"WEST HOLLYWOOD",2019,"Units in Single-Family Structures",2.0,16.0
"WEST HOLLYWOOD",2019,"Units in All Multi-Family Structures",3.0,169.0
"WEST SACRAMENTO",2019,"Total Units",1.0,319.0
"WEST SACRAMENTO",2019,"Units in Single-Family Structures",2.0,161.0
"WEST SACRAMENTO",2019,"Units in All Multi-Family Structures",3.0,158.0
"WESTLAKE VILLAGE",2019,"Total Units",1.0,1.0
"WESTLAKE VILLAGE",2019,"Units in Single-Family Structures",2.0,1.0
"WESTLAKE VILLAGE",2019,"Units in All Multi-Family Structures",3.0,0
"WESTMINSTER",2019,"Total Units",1.0,192.0
"WESTMINSTER",2019,"Units in Single-Family Structures",2.0,74.0
"WESTMINSTER",2019,"Units in All Multi-Family Structures",3.0,118.0
"WESTMORLAND",2019,"Total Units",1.0,1.0
"WESTMORLAND",2019,"Units in Single-Family Structures",2.0,1.0
"WESTMORLAND",2019,"Units in All Multi-Family Structures",3.0,0
"WHEATLAND",2019,"Total Units",1.0,0
"WHEATLAND",2019,"Units in Single-Family Structures",2.0,0
"WHEATLAND",2019,"Units in All Multi-Family Structures",3.0,0
"WHITTIER",2019,"Total Units",1.0,39.0
"WHITTIER",2019,"Units in Single-Family Structures",2.0,25.0
"WHITTIER",2019,"Units in All Multi-Family Structures",3.0,14.0
"WILDOMAR",2019,"Total Units",1.0,7.0
"WILDOMAR",2019,"Units in Single-Family Structures",2.0,7.0
"WILDOMAR",2019,"Units in All Multi-Family Structures",3.0,0
"WILLIAMS",2019,"Total Units",1.0,29.0
"WILLIAMS",2019,"Units in Single-Family Structures",2.0,29.0
"WILLIAMS",2019,"Units in All Multi-Family Structures",3.0,0
"WILLITS",2019,"Total Units",1.0,6.0
"WILLITS",2019,"Units in Single-Family Structures",2.0,2.0
"WILLITS",2019,"Units in All Multi-Family Structures",3.0,4.0
"WILLOWS",2019,"Total Units",1.0,4.0
"WILLOWS",2019,"Units in Single-Family Structures",2.0,4.0
"WILLOWS",2019,"Units in All Multi-Family Structures",3.0,0
"WINDSOR TOWN",2019,"Total Units",1.0,85.0
"WINDSOR TOWN",2019,"Units in Single-Family Structures",2.0,25.0
"WINDSOR TOWN",2019,"Units in All Multi-Family Structures",3.0,60.0
"WINTERS",2019,"Total Units",1.0,140.0
"WINTERS",2019,"Units in Single-Family Structures",2.0,77.0
"WINTERS",2019,"Units in All Multi-Family Structures",3.0,63.0
"WOODLAKE",2019,"Total Units",1.0,47.0
"WOODLAKE",2019,"Units in Single-Family Structures",2.0,47.0
"WOODLAKE",2019,"Units in All Multi-Family Structures",3.0,0
"WOODLAND",2019,"Total Units",1.0,386.0
"WOODLAND",2019,"Units in Single-Family Structures",2.0,386.0
"WOODLAND",2019,"Units in All Multi-Family Structures",3.0,0
"WOODSIDE TOWN",2019,"Total Units",1.0,10.0
"WOODSIDE TOWN",2019,"Units in Single-Family Structures",2.0,10.0
"WOODSIDE TOWN",2019,"Units in All Multi-Family Structures",3.0,0
"YOLO COUNTY UNINCORPORATED AREA",2019,"Total Units",1.0,12.0
"YOLO COUNTY UNINCORPORATED AREA",2019,"Units in Single-Family Structures",2.0,12.0
"YOLO COUNTY UNINCORPORATED AREA",2019,"Units in All Multi-Family Structures",3.0,0
"YORBA LINDA",2019,"Total Units",1.0,108.0
"YORBA LINDA",2019,"Units in Single-Family Structures",2.0,108.0
"YORBA LINDA",2019,"Units in All Multi-Family Structures",3.0,0
"YOUNTVILLE TOWN",2019,"Total Units",1.0,0
"YOUNTVILLE TOWN",2019,"Units in Single-Family Structures",2.0,0
"YOUNTVILLE TOWN",2019,"Units in All Multi-Family Structures",3.0,0
"YREKA",2019,"Total Units",1.0,1.0
"YREKA",2019,"Units in Single-Family Structures",2.0,1.0
"YREKA",2019,"Units in All Multi-Family Structures",3.0,0
"YUBA CITY",2019,"Total Units",1.0,49.0
"YUBA CITY",2019,"Units in Single-Family Structures",2.0,49.0
"YUBA CITY",2019,"Units in All Multi-Family Structures",3.0,0
"YUBA COUNTY UNINCORPORATED AREA",2019,"Total Units",1.0,538.0
"YUBA COUNTY UNINCORPORATED AREA",2019,"Units in Single-Family Structures",2.0,538.0
"YUBA COUNTY UNINCORPORATED AREA",2019,"Units in All Multi-Family Structures",3.0,0
"YUCAIPA",2019,"Total Units",1.0,107.0
"YUCAIPA",2019,"Units in Single-Family Structures",2.0,46.0
"YUCAIPA",2019,"Units in All Multi-Family Structures",3.0,61.0
"YUCCA VALLEY TOWN",2019,"Total Units",1.0,33.0
"YUCCA VALLEY TOWN",2019,"Units in Single-Family Structures",2.0,33.0
"YUCCA VALLEY TOWN",2019,"Units in All Multi-Family Structures",3.0,0

